repository,file,poetry_used,mypy,ruff,pyright,bandit,pytest,static_mode_enabled,ruff_toml_exists,ruff_F,ruff_E,ruff_W,ruff_C90,ruff_I,ruff_N,ruff_D,ruff_UP,ruff_YTT,ruff_ANN,ruff_ASYNC,ruff_S,ruff_BLE,ruff_FBT,ruff_B,ruff_A,ruff_COM,ruff_C4,ruff_DTZ,ruff_T10,ruff_DJ,ruff_EM,ruff_EXE,ruff_FA,ruff_ISC,ruff_ICN,ruff_LOG,ruff_G,ruff_INP,ruff_PIE,ruff_PYI,ruff_PT,ruff_Q,ruff_RSE,ruff_RET,ruff_SLF,ruff_SLOT,ruff_SIM,ruff_TID,ruff_TC,ruff_INT,ruff_ARG,ruff_PTH,ruff_TD,ruff_FIX,ruff_ERA,ruff_PD,ruff_PGH,ruff_PL,ruff_PLC,ruff_PLE,ruff_PLR,ruff_PLW,ruff_TRY,ruff_FLY,ruff_NPY,ruff_AIR,ruff_PERF,ruff_FURB,ruff_DOC,ruff_RUF
https://github.com/tkc/python-linter-doc,pyproject.toml,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
